Location,Date,Coliforms_/100ml,E. coli_/100ml,Clostridia_/100ml,EnterococciMF_/100ml,EnterococciMPN_/100ml,Coliphages_/100ml,Turbidity_FNU,Conductivity_mS/m,Temperature_C,Colour_mg/lPt,Colour410nm_mg/lPt
GÄVLÄXXS,2016-06-20 09:05,260,10,4,NA,2,14,6.8,8.3,17.7,NA,NA
GÄVLÄXXS,2016-06-22 10:25,420,120,13,NA,32,NA,6.9,8.4,17.7,15,NA
GÄVLÄXXS,2016-06-23 00:00,NA,NA,NA,NA,15,NA,9.4,8.4,NA,NA,NA
GÄVLÄXXS,2016-06-23 08:00,250,20,18,NA,NA,NA,NA,NA,17.5,NA,NA
GÄVLÄXXS,2016-06-27 09:10,160,20,8,NA,7,6,8.3,8.3,18.3,NA,NA
GÄVLÄXXS,2016-06-29 09:30,170,10,6,NA,11,NA,8,8.3,18.4,10,NA
GÄVLÄXXS,2016-07-01 00:00,460,110,7,NA,NA,NA,NA,NA,17,NA,NA
GÄVLÄXXS,2016-07-01 09:05,NA,NA,NA,NA,9,NA,6.5,8.3,NA,NA,NA
GÄVLÄXXS,2016-07-04 09:27,610,52,18,NA,16,6,5.3,8.3,16.4,NA,NA
GÄVLÄXXS,2016-07-06 09:35,510,63,9,12,10,NA,5.5,8.2,14.7,15,NA
GÄVLÄXXS,2016-07-08 09:00,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA
GÄVLÄXXS,2016-07-08 09:15,1000,110,19,NA,39,NA,8.1,8.4,15.7,NA,NA
GÄVLÄXXS,2016-07-11 09:55,2100,200,19,NA,200,8,6.2,8.5,16.3,NA,NA
GÄVLÄXXS,2016-07-13 08:50,4600,330,42,NA,260,NA,9.6,8.4,15.9,20,NA
GÄVLÄXXS,2016-07-15 09:20,910,52,9,NA,6,NA,5.4,8.2,15.2,NA,NA
GÄVLÄXXS,2016-07-18 09:27,870,52,15,NA,36,20,5.5,8.4,15.9,NA,NA
GÄVLÄXXS,2016-07-20 09:25,270,20,5,NA,6,NA,4.7,8.2,16.1,15,NA
GÄVLÄXXS,2016-07-22 09:15,320,31,4,NA,5,NA,5.4,8.1,16.4,NA,NA
GÄVLÄXXS,2016-07-25 08:10,21,2,5,NA,2,6,3.7,8.1,18,NA,NA
GÄVLÄXXS,2016-07-27 09:30,310,2,3,NA,18,NA,6,8.1,21,15,NA
GÄVLÄXXS,2016-07-29 08:41,NA,NA,NA,NA,48,NA,4.2,8.1,NA,NA,NA
GÄVLÄXXS,2016-07-29 11:30,1600,120,9,NA,NA,NA,NA,NA,19.1,NA,NA
GÄVLÄXXS,2016-08-01 09:29,50,4,5,NA,19,4,4.7,8.1,16.8,NA,NA
GÄVLÄXXS,2016-08-03 10:35,500,63,4,12,8,NA,5.5,8.2,16.5,15,NA
GÄVLÄXXS,2016-08-05 08:55,400,30,3,NA,20,NA,3.8,8.1,17.3,NA,NA
GÄVLÄXXS,2016-08-08 08:46,790,20,7,NA,62,18,3.7,8.2,16.9,NA,NA
GÄVLÄXXS,2016-08-10 09:55,550,41,5,NA,54,NA,4.8,8.2,16,15,NA
GÄVLÄXXS,2016-08-12 00:00,NA,NA,NA,NA,22,NA,4.3,8.3,NA,NA,NA
GÄVLÄXXS,2016-08-12 08:57,930,52,7,NA,NA,NA,NA,NA,15.1,NA,NA
GÄVLÄXXS,2016-08-15 09:05,880,120,10,NA,35,160,5.2,8.3,15.2,NA,NA
GÄVLÄXXS,2016-08-16 09:10,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA
GÄVLÄXXS,2016-08-17 00:00,NA,NA,NA,NA,10,8,3.7,23.6,NA,20,NA
GÄVLÄXXS,2016-08-17 08:55,16,2,7,NA,NA,NA,4,23.8,15.7,15,NA
GÄVLÄXXS,2016-08-19 07:45,100,<1,6,NA,4,NA,3.7,40.2,16.5,NA,NA
GÄVLÄXXS,2016-08-22 09:10,270,75,4,NA,19,6,5,14.2,16.5,NA,NA
GÄVLÄXXS,2016-08-24 08:55,1400,150,9,NA,46,NA,5,8.6,16.6,10,NA
GÄVLÄXXS,2016-08-26 08:43,2700,160,45,NA,32,NA,NA,8.1,NA,NA,NA
GÄVLÄXXS,2016-08-29 09:38,3300,63,12,NA,340,4,6.6,41.3,18.1,NA,NA
GÄVLÄXXS,2016-08-31 08:40,530,31,12,NA,24,NA,6.7,9.5,17,15,NA
GÄVLÄXXS,2016-09-02 09:00,590,31,11,NA,8,NA,6.3,8.2,16.6,NA,NA
GÄVLÄXXS,2016-09-05 09:40,360,20,<2,NA,2,12,5,8.1,16.4,NA,NA
GÄVLÄXXS,2016-09-07 09:00,500,10,4,6,<2,NA,5,8.1,17,10,NA
GÄVLÄXXS,2016-09-09 09:03,490,63,2,NA,4,NA,4.3,16.2,16.8,NA,NA
GÄVLÄXXS,2016-09-12 09:45,350,41,4,NA,10,12,4,8.1,18.5,NA,NA
GÄVLÄXXS,2016-09-13 09:09,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA
GÄVLÄXXS,2016-09-14 09:15,450,41,<2,NA,13,NA,4.4,8.1,16.9,10,NA
GÄVLÄXXS,2016-09-16 07:55,400,40,3,NA,<2,NA,4.2,8.1,17.1,NA,NA
GÄVLÄXXS,2016-09-19 09:00,350,50,4,NA,<2,6,3.5,8.2,17.4,NA,NA
GÄVLÄXXS,2016-09-21 08:50,450,74,4,NA,2,NA,7.2,8.2,16.2,10,NA
GÄVLÄXXS,2016-09-23 07:25,320,20,2,NA,2,NA,4.3,29.8,16.2,NA,NA
GÄVLÄXXS,2016-09-26 07:45,470,52,2,NA,4,10,2.9,59.3,15.8,NA,NA
GÄVLÄXXS,2016-09-28 09:11,930,62,5,NA,110,NA,2.7,31.9,15.8,15,NA
GÄVLÄXXS,2016-09-30 08:00,2000,150,16,NA,100,NA,3.4,8.5,15,NA,NA
GÄVLÄXXS,2016-10-03 09:26,5800,200,25,NA,100,430,8,37.8,13.8,NA,NA
GÄVLÄXXS,2016-10-04 14:42,790,31,15,NA,4,NA,NA,NA,14.1,NA,NA
GÄVLÄXXS,2016-10-05 07:55,630,31,19,8,6,20,6.7,11.4,12.7,15,NA
GÄVLÄXXS,2016-10-07 09:40,440,86,11,NA,8,NA,5,43.1,12.1,NA,NA
GÄVLÄXXS,2016-10-10 09:46,390,73,15,NA,40,16,9.2,8.4,10.6,NA,NA
GÄVLÄXXS,2016-10-12 09:05,340,74,7,NA,17,NA,12,8.4,9.8,15,NA
GÄVLÄXXS,2016-10-14 09:35,420,96,8,NA,13,NA,15.2,8.2,9.2,NA,NA
GÄVLÄXXS,2016-10-17 09:15,88,12,10,NA,8,14,14.2,8.2,8.5,NA,NA
GÄVLÄXXS,2016-10-18 09:40,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA
GÄVLÄXXS,2016-10-19 10:00,460,52,16,NA,32,NA,12,8.3,8.2,10,NA
GÄVLÄXXS,2016-10-21 09:33,400,150,26,NA,17,NA,7.1,8.3,8.1,NA,NA
GÄVLÄXXS,2016-10-24 09:25,350,110,22,NA,59,22,10.3,8.3,7.8,NA,NA
GÄVLÄXXS,2016-10-26 09:40,1500,190,27,NA,69,NA,8.9,8.5,7.2,15,NA
GÄVLÄXXS,2016-10-28 09:26,2200,160,23,NA,82,NA,10.1,8.7,7.7,NA,NA
GÄVLÄXXS,2016-10-31 00:00,2500,260,60,NA,NA,NA,NA,NA,7.3,NA,NA
GÄVLÄXXS,2016-10-31 08:42,NA,NA,NA,NA,53,8,8.4,76.9,NA,NA,NA
GÄVLÄXXS,2016-11-02 10:15,860,180,10,30,54,NA,9.3,28.1,7.3,15,NA
GÄVLÄXXS,2016-11-04 07:25,1900,170,25,NA,110,NA,10,35.7,6.2,NA,NA
GÄVLÄXXS,2016-11-07 00:00,2900,430,84,NA,NA,NA,NA,NA,4.4,NA,NA
GÄVLÄXXS,2016-11-07 08:17,NA,NA,NA,NA,310,110,13.9,105,NA,NA,NA
GÄVLÄXXS,2016-11-09 09:20,3400,550,27,NA,92,NA,17,15.3,3,25,NA
GÄVLÄXXS,2016-11-10 11:20,1100,200,42,NA,37,NA,NA,NA,NA,NA,NA
GÄVLÄXXS,2016-11-11 08:51,910,150,24,NA,27,NA,17.2,44.8,1.7,NA,NA
GÄVLÄXXS,2016-11-14 08:55,710,190,16,NA,39,6,15.8,44,2,NA,NA
GÄVLÄXXS,2016-11-15 11:11,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA
GÄVLÄXXS,2016-11-16 07:40,2200,410,58,NA,76,NA,17,9.3,2.3,20,NA
GÄVLÄXXS,2016-11-18 07:00,2900,400,76,NA,80,NA,17,17.5,2.8,NA,NA
GÄVLÄXXS,2016-11-21 07:22,3200,830,120,NA,210,110,21.7,79.4,3.8,NA,NA
GÄVLÄXXS,2016-11-23 08:15,3700,750,100,NA,230,NA,27,9.8,4.2,35,NA
GÄVLÄXXS,2016-11-24 00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GÄVLÄXXS,2016-11-24 12:35,3900,580,98,NA,250,NA,NA,NA,4.9,NA,NA
GÄVLÄXXS,2016-11-25 09:15,1900,520,90,NA,160,NA,23.1,9.8,3.9,NA,NA
GÄVLÄXXS,2016-11-26 10:45,2200,500,19,NA,220,NA,NA,NA,4,NA,NA
GÄVLÄXXS,2016-11-28 09:26,640,130,25,NA,27,24,9.1,8.8,2.7,NA,NA
GÄVLÄXXS,2016-11-30 07:55,490,160,14,NA,19,NA,7.5,18.3,2.9,20,NA
GÄVLÄXXS,2016-12-02 09:06,280,140,10,NA,13,NA,7.3,82.7,2.2,NA,NA
GÄVLÄXXS,2016-12-05 08:55,460,96,14,NA,29,34,7.9,8.4,2,NA,NA
GÄVLÄXXS,2016-12-07 08:20,380,130,54,80,29,NA,11,21.9,1.7,15,NA
GÄVLÄXXS,2016-12-09 08:20,720,210,32,NA,22,NA,9.4,8.6,2.7,NA,NA
GÄVLÄXXS,2016-12-12 08:42,840,220,44,NA,41,40,6.9,41.7,2.8,NA,NA
GÄVLÄXXS,2016-12-14 08:25,550,84,10,NA,46,NA,7.2,66.4,2.8,20,NA
GÄVLÄXXS,2016-12-15 10:05,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA
GÄVLÄXXS,2016-12-16 08:45,1400,130,36,NA,40,NA,8.3,8.8,2.5,NA,NA
GÄVLÄXXS,2016-12-19 09:05,360,160,18,NA,22,38,6.8,41.8,2.6,NA,NA
GÄVLÄXXS,2016-12-21 08:35,510,150,18,NA,53,NA,8.4,8.7,2.5,20,NA
GÄVLÄXXS,2016-12-23 07:35,460,180,30,NA,24,NA,6.6,13.6,2.8,NA,NA
GÄVLÄXXS,2016-12-27 00:00,1800,400,44,NA,NA,NA,NA,NA,3.3,NA,NA
GÄVLÄXXS,2016-12-27 09:00,NA,NA,NA,NA,100,50,13.9,13.3,NA,NA,NA
GÄVLÄXXS,2016-12-28 09:00,3300,660,92,NA,140,NA,20,10.5,3,25,NA
GÄVLÄXXS,2016-12-30 08:51,2200,430,36,NA,140,NA,14.9,9.6,3.4,NA,NA
GÄVLÄXXS,2017-01-02 00:00,880,290,30,NA,NA,NA,NA,NA,3.2,NA,NA
GÄVLÄXXS,2017-01-02 09:52,NA,NA,NA,NA,69,86,7.7,9.2,NA,NA,NA
GÄVLÄXXS,2017-01-04 09:27,420,160,22,NA,39,52,6.5,32,3.7,20,NA
GÄVLÄXXS,2017-01-05 07:30,420,180,16,NA,40,NA,5.2,9,2.6,NA,NA
GÄVLÄXXS,2017-01-09 09:00,330,130,20,NA,46,46,9.5,37.6,1.1,NA,NA
GÄVLÄXXS,2017-01-11 08:50,690,250,54,80,66,NA,9.5,37.2,1.1,20,NA
GÄVLÄXXS,2017-01-13 07:15,2200,620,92,NA,140,NA,13.4,9.9,1.1,NA,NA
GÄVLÄXXS,2017-01-16 00:00,4100,1100,84,NA,NA,NA,NA,NA,0.5,NA,NA
GÄVLÄXXS,2017-01-16 08:10,NA,NA,NA,NA,200,90,16.2,9.8,NA,NA,NA
GÄVLÄXXS,2017-01-17 09:50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
GÄVLÄXXS,2017-01-18 07:35,570,200,22,NA,59,NA,7.8,26.7,0.6,20,NA
GÄVLÄXXS,2017-01-20 08:52,470,150,28,NA,26,NA,8.3,9.3,1,NA,NA
GÄVLÄXXS,2017-01-23 08:30,470,220,20,NA,38,40,6,8.7,1.2,NA,NA
GÄVLÄXXS,2017-01-25 09:05,450,110,28,NA,20,NA,7.4,11.8,1.4,20,NA
GÄVLÄXXS,2017-01-27 08:45,320,150,10,38,NA,NA,5.3,75.8,1.4,NA,NA
GÄVLÄXXS,2017-01-30 08:45,380,86,10,NA,10,14,4.3,8.7,1.5,NA,NA
GÄVLÄXXS,2017-02-01 07:45,400,130,16,24,24,NA,4.2,8.8,1.3,15,NA
GÄVLÄXXS,2017-02-03 08:37,500,210,35,NA,35,NA,4.4,8.6,1.2,NA,NA
GÄVLÄXXS,2017-02-06 00:00,420,160,12,NA,NA,NA,NA,NA,1.2,NA,NA
GÄVLÄXXS,2017-02-06 08:50,NA,NA,NA,NA,19,56,3.7,8.5,NA,NA,NA
GÄVLÄXXS,2017-02-08 08:50,570,180,76,NA,22,NA,8.4,8.5,NA,15,NA
GÄVLÄXXS,2017-02-10 09:22,680,200,22,NA,27,NA,7.6,8.4,0.5,NA,NA
GÄVLÄXXS,2017-02-10 09:25,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
GÄVLÄXXS,2017-02-10 09:26,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
GÄVLÄXXS,2017-02-10 09:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GÄVLÄXXS,2017-02-13 09:36,380,160,20,NA,17,40,12.4,8.5,0.8,NA,NA
GÄVLÄXXS,2017-02-14 09:50,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA
GÄVLÄXXS,2017-02-15 08:45,340,190,16,NA,8,NA,6.9,8.5,0.1,10,NA
GÄVLÄXXS,2017-02-17 08:45,260,150,18,NA,26,NA,4.9,8.5,0.4,NA,NA
GÄVLÄXXS,2017-02-17 08:46,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA
GÄVLÄXXS,2017-02-17 08:49,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA
GÄVLÄXXS,2017-02-20 08:35,330,110,22,NA,17,28,5.4,8.7,0.7,NA,NA
GÄVLÄXXS,2017-02-22 09:15,990,240,48,NA,48,NA,11,9.5,1.2,15,NA
GÄVLÄXXS,2017-02-24 09:10,1200,320,48,NA,110,NA,11.2,9.6,0.8,NA,NA
GÄVLÄXXS,2017-02-27 09:01,1500,200,24,NA,60,24,9.7,9.7,1.3,NA,NA
GÄVLÄXXS,2017-02-28 10:20,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA
GÄVLÄXXS,2017-03-01 07:40,1100,280,38,120,92,NA,13,10.2,1.9,20,NA
GÄVLÄXXS,2017-03-01 12:40,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA
GÄVLÄXXS,2017-03-02 08:40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
GÄVLÄXXS,2017-03-03 08:45,1300,170,34,NA,56,NA,14,12.1,2,NA,NA
GÄVLÄXXS,2017-03-06 09:00,1100,350,42,NA,70,46,13.6,9.4,1.9,NA,NA
GÄVLÄXXS,2017-03-08 10:05,520,120,38,NA,38,NA,7.9,9.8,1,20,NA
GÄVLÄXXS,2017-03-10 08:20,450,120,32,NA,24,NA,11.9,9.1,1.1,NA,NA
GÄVLÄXXS,2017-03-13 07:55,500,160,24,NA,38,14,11.2,9.1,1.5,NA,NA
GÄVLÄXXS,2017-03-14 09:40,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA
GÄVLÄXXS,2017-03-15 08:10,360,210,26,NA,24,NA,7.3,8.9,2,20,NA
GÄVLÄXXS,2017-03-17 09:12,330,63,46,NA,37,NA,7.2,17.7,3.5,NA,NA
GÄVLÄXXS,2017-03-20 09:30,410,110,12,NA,20,16,6.7,8.8,3,NA,NA
GÄVLÄXXS,2017-03-22 07:40,470,160,24,NA,19,NA,7,9.2,3.3,20,NA
GÄVLÄXXS,2017-03-24 08:15,880,150,30,NA,24,NA,12.2,9.1,3.2,NA,NA
GÄVLÄXXS,2017-03-27 08:35,250,41,14,NA,22,14,8.2,8.9,3.9,NA,NA
GÄVLÄXXS,2017-03-29 08:05,520,140,28,NA,6,NA,5.9,8.7,4.5,15,NA
GÄVLÄXXS,2017-03-31 08:20,170,75,16,NA,6,NA,5,20.4,4.9,NA,NA
GÄVLÄXXS,2017-04-03 09:00,540,120,10,NA,34,140,6.9,8.9,5.6,NA,NA
GÄVLÄXXS,2017-04-05 08:15,330,150,22,14,8,42,5.8,8.6,5.8,15,NA
GÄVLÄXXS,2017-04-07 08:42,200,80,10,NA,12,NA,4.3,8.5,5.8,NA,NA
GÄVLÄXXS,2017-04-10 09:10,210,86,4,NA,4,32,3.3,8.4,6.2,NA,NA
GÄVLÄXXS,2017-04-11 09:40,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
GÄVLÄXXS,2017-04-12 07:55,300,75,26,NA,6,NA,3.4,8.5,6.7,25,NA
GÄVLÄXXS,2017-04-13 07:50,370,150,14,NA,6,NA,5.1,8.5,7,NA,NA
GÄVLÄXXS,2017-04-17 09:15,85,10,6,NA,6,8,5.1,23.6,5.9,NA,NA
GÄVLÄXXS,2017-04-19 08:00,170,40,7,NA,1,NA,4.2,8.7,5.4,15,NA
GÄVLÄXXS,2017-04-21 09:15,110,10,8,NA,6,NA,4.3,8.4,5.7,NA,NA
GÄVLÄXXS,2017-04-24 09:10,97,<10,6,NA,<2,4,4.1,8.3,6.4,NA,NA
GÄVLÄXXS,2017-04-26 08:30,360,52,8,NA,15,NA,3.6,8.6,5.8,15,NA
GÄVLÄXXS,2017-04-28 07:35,240,20,13,NA,2,NA,5.2,8.5,6,NA,NA
GÄVLÄXXS,2017-05-02 08:40,810,120,16,NA,15,14,4.8,8.7,6.4,NA,NA
GÄVLÄXXS,2017-05-03 07:50,400,74,12,14,2,NA,4.6,8.6,7.2,15,NA
GÄVLÄXXS,2017-05-05 07:50,190,41,8,NA,2,NA,3.5,14.9,8.1,NA,NA
GÄVLÄXXS,2017-05-08 08:45,160,10,8,NA,<2,2,3.3,8.4,8.9,NA,NA
GÄVLÄXXS,2017-05-10 08:05,220,52,14,NA,4,NA,3.8,8.8,9.4,10,NA
GÄVLÄXXS,2017-05-12 08:30,190,10,8,NA,2,NA,4.3,8.4,8.6,NA,NA
GÄVLÄXXS,2017-05-15 08:40,150,20,4,NA,2,4,3.2,8.4,9,NA,NA
GÄVLÄXXS,2017-05-17 08:15,250,41,28,NA,10,NA,3.5,8.4,9.8,10,NA
GÄVLÄXXS,2017-05-18 09:45,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
GÄVLÄXXS,2017-05-19 07:15,750,41,6,NA,4,NA,3.1,8.4,11.3,NA,NA
GÄVLÄXXS,2017-05-20 07:40,390,63,NA,NA,NA,NA,NA,NA,12.2,NA,NA
GÄVLÄXXS,2017-05-22 09:05,190,20,10,NA,2,18,3.7,8.5,12.3,NA,NA
GÄVLÄXXS,2017-05-24 08:20,200,20,6,NA,2,NA,4.3,8.4,13,10,NA
GÄVLÄXXS,2017-05-26 07:50,200,31,6,NA,<2,NA,3.3,8.6,13.6,NA,NA
GÄVLÄXXS,2017-05-29 08:30,110,10,4,NA,<2,4,3.4,8.4,15.1,NA,NA
GÄVLÄXXS,2017-05-31 08:15,1500,180,18,NA,58,NA,3.8,8.5,13.9,10,NA
GÄVLÄXXS,2017-06-02 07:20,560,60,10,NA,10,NA,5,8.6,13.5,NA,NA
GÄVLÄXXS,2017-06-05 09:49,490,97,6,NA,17,10,5,8.3,13.7,NA,NA
GÄVLÄXXS,2017-06-07 09:10,330,10,12,19,24,NA,4.3,47.5,14.5,15,NA
GÄVLÄXXS,2017-06-09 08:50,4400,360,32,NA,62,NA,5.4,8.9,14.4,NA,NA
GÄVLÄXXS,2017-06-12 00:00,1300,150,22,NA,NA,NA,NA,NA,15,NA,NA
GÄVLÄXXS,2017-06-12 08:20,NA,NA,NA,NA,17,32,4.6,9,NA,NA,NA
GÄVLÄXXS,2017-06-14 10:33,240,10,20,NA,15,NA,5.5,8.7,15.5,15,NA
GÄVLÄXXS,2017-06-15 10:30,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA
GÄVLÄXXS,2017-06-16 09:28,240,63,24,NA,4,NA,10,8.7,15.9,NA,NA
GÄVLÄXXS,2017-06-19 09:37,300,<10,10,NA,2,20,5.7,8.6,16.8,NA,NA
GÄVLÄXXS,2017-06-21 09:16,110,<10,14,NA,4,NA,4.3,8.5,17.1,10,NA
GÄVLÄXXS,2017-06-22 08:31,200,10,8,NA,2,NA,4.4,8.4,17.1,NA,NA
GÄVLÄXXS,2017-06-26 00:00,560,74,12,NA,NA,NA,NA,NA,15.3,NA,NA
GÄVLÄXXS,2017-06-26 08:35,NA,NA,NA,NA,22,30,5.6,8.3,NA,NA,NA
GÄVLÄXXS,2017-06-28 00:00,360,10,10,NA,NA,NA,7.2,8.5,16.2,10,NA
GÄVLÄXXS,2017-06-28 09:11,NA,NA,NA,NA,4,NA,6.6,8.4,NA,15,NA
GÄVLÄXXS,2017-06-30 08:51,210,10,12,NA,<2,NA,6.8,41.8,15.6,NA,NA
GÄVLÄXXS,2017-07-03 09:06,260,20,6,NA,4,4,5.2,8.3,16.2,NA,NA
GÄVLÄXXS,2017-07-05 09:19,190,10,8,4,4,NA,9.6,8.5,16.5,10,NA
GÄVLÄXXS,2017-07-07 00:00,74,31,6,NA,<2,NA,8.4,8.3,17,NA,NA
GÄVLÄXXS,2017-07-10 09:35,52,<10,10,NA,<2,2,5.8,26.9,16.8,NA,NA
GÄVLÄXXS,2017-07-12 00:00,NA,NA,NA,NA,<2,NA,4.9,18,NA,15,NA
GÄVLÄXXS,2017-07-12 09:24,190,<10,8,NA,NA,NA,5.5,18.5,17.1,10,NA
GÄVLÄXXS,2017-07-14 09:30,100,<10,8,NA,2,NA,6.4,8.3,17.4,NA,NA
GÄVLÄXXS,2017-07-17 09:15,350,20,12,NA,15,<2,4.9,46.2,17.5,NA,NA
GÄVLÄXXS,2017-07-19 09:05,130,10,10,NA,2,NA,5.7,8.9,17.6,10,NA
GÄVLÄXXS,2017-07-20 09:18,NA,NA,NA,NA,NA,NA,NA,NA,18.7,NA,NA
GÄVLÄXXS,2017-07-20 12:07,180,20,10,NA,NA,NA,NA,NA,17.8,NA,NA
GÄVLÄXXS,2017-07-21 08:55,180,20,6,NA,<2,NA,4,70.2,18.3,NA,NA
GÄVLÄXXS,2017-07-22 09:49,240,10,10,NA,NA,NA,NA,NA,17.9,NA,NA
GÄVLÄXXS,2017-07-23 08:44,360,<10,NA,NA,NA,NA,NA,NA,17.8,NA,NA
GÄVLÄXXS,2017-07-24 09:15,200,31,4,NA,8,4,5.4,8.3,18.2,NA,NA
GÄVLÄXXS,2017-07-25 10:00,300,<10,8,NA,NA,NA,NA,NA,18.4,NA,NA
GÄVLÄXXS,2017-07-26 08:35,NA,NA,NA,NA,4,NA,5.7,16.6,NA,15,NA
GÄVLÄXXS,2017-07-26 09:04,270,<10,10,NA,NA,NA,5.7,16.2,18.3,10,NA
GÄVLÄXXS,2017-07-27 12:28,260,10,10,NA,NA,NA,NA,NA,18.9,NA,NA
GÄVLÄXXS,2017-07-28 09:04,750,<10,4,NA,17,NA,3.9,37.2,18.4,NA,NA
GÄVLÄXXS,2017-07-29 12:50,230,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA
GÄVLÄXXS,2017-07-30 08:45,1100,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
GÄVLÄXXS,2017-07-31 09:21,640,30,2,NA,32,8,6.3,8.4,18.4,NA,NA
GÄVLÄXXS,2017-08-02 09:39,460,10,12,12,18,NA,8.3,11.6,18.9,10,NA
GÄVLÄXXS,2017-08-04 08:00,910,110,28,NA,28,NA,4.4,55,18.6,NA,NA
GÄVLÄXXS,2017-08-07 08:37,400,31,26,NA,24,8,4.7,8.5,18,NA,NA
GÄVLÄXXS,2017-08-09 09:52,280,41,14,NA,10,NA,7.1,8.5,18.1,10,NA
GÄVLÄXXS,2017-08-11 09:21,330,41,6,NA,99,NA,5,8.4,17.5,NA,NA
GÄVLÄXXS,2017-08-14 08:00,370,20,6,NA,<2,32,4.7,8.3,17.3,NA,NA
GÄVLÄXXS,2017-08-16 08:30,310,<10,4,NA,24,NA,5.6,8.4,17.4,10,NA
GÄVLÄXXS,2017-08-18 07:25,260,20,6,NA,31,NA,6.3,8.3,16.7,NA,NA
GÄVLÄXXS,2017-08-21 08:55,350,41,12,NA,17,26,5.2,8.3,16.6,NA,NA
GÄVLÄXXS,2017-08-22 09:15,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA
GÄVLÄXXS,2017-08-23 09:35,460,20,6,NA,17,NA,5.6,8.3,16.5,10,NA
GÄVLÄXXS,2017-08-25 07:10,520,52,6,NA,19,NA,5.3,8.1,16.4,NA,NA
GÄVLÄXXS,2017-08-28 08:45,410,41,2,NA,8,4,4.1,8.3,16.4,NA,NA
GÄVLÄXXS,2017-08-30 08:25,300,20,2,NA,10,NA,3.6,8.3,16.8,10,NA
GÄVLÄXXS,2017-09-01 08:30,620,70,14,NA,27,NA,6.5,8.6,16.2,NA,NA
GÄVLÄXXS,2017-09-04 08:45,250,41,<2,NA,10,10,3.9,35.8,16.1,NA,NA
GÄVLÄXXS,2017-09-06 08:50,400,21,6,10,13,NA,5.1,8.4,15.9,10,NA
GÄVLÄXXS,2017-09-08 08:30,9800,780,48,NA,520,NA,10.9,8.5,15.3,NA,NA
GÄVLÄXXS,2017-09-11 08:46,590,41,12,NA,43,32,5.6,8.5,15,NA,NA
GÄVLÄXXS,2017-09-12 09:45,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA
GÄVLÄXXS,2017-09-13 09:00,1000,120,8,NA,50,NA,7.3,8.7,14.8,15,NA
GÄVLÄXXS,2017-09-15 08:08,1100,86,22,NA,89,NA,7.5,8.4,14.6,NA,NA
GÄVLÄXXS,2017-09-18 08:55,3100,290,44,NA,330,240,20,8.7,14.1,NA,NA
GÄVLÄXXS,2017-09-20 09:00,3300,290,34,NA,130,NA,8.2,8.6,13.9,20,NA
GÄVLÄXXS,2017-09-22 08:45,1000,200,22,NA,24,NA,6.4,8.5,13.5,NA,NA
GÄVLÄXXS,2017-09-25 08:45,530,120,10,NA,17,20,4.3,8.4,13.4,NA,NA
GÄVLÄXXS,2017-09-27 08:40,310,86,8,NA,13,NA,6.5,8.4,13.7,10,NA
GÄVLÄXXS,2017-09-29 08:15,300,86,12,NA,10,NA,9.3,8.3,13.6,NA,NA
GÄVLÄXXS,2017-10-02 07:50,450,14,2,NA,14,14,4.6,8.3,13,NA,NA
GÄVLÄXXS,2017-10-04 08:25,20000,730,22,370,310,NA,7.8,8.5,12.7,15,NA
GÄVLÄXXS,2017-10-05 17:00,5200,350,NA,NA,NA,NA,NA,NA,13,NA,NA
GÄVLÄXXS,2017-10-06 08:40,2500,110,8,NA,66,NA,6.5,8.5,12,NA,NA
GÄVLÄXXS,2017-10-09 08:30,440,74,2,NA,8,28,5.2,8.5,11.1,NA,NA
GÄVLÄXXS,2017-10-11 09:00,370,50,12,NA,74,NA,4.2,8.4,10.6,10,NA
GÄVLÄXXS,2017-10-13 08:00,2000,780,42,NA,370,NA,8.7,8.9,10.6,NA,NA
