Location,Date,Coliforms_/100ml,E. coli_/100ml,Clostridia_/100ml,EnterococciMF_/100ml,EnterococciMPN_/100ml,Coliphages_/100ml,Turbidity_FNU,Conductivity_mS/m,Temperature_C,Colour_mg/lPt,Colour410nm_mg/lPt
GÄVGAXXS,2019-07-09 09:50,160,10,6,NA,10,14,NA,NA,15.9,NA,NA
GÄVGAXXS,2019-07-12 11:20,52,10,<2,NA,10,NA,NA,NA,17.7,NA,NA
GÄVGAXXS,2019-07-15 09:05,190,10,4,NA,6,NA,NA,NA,18.6,NA,NA
GÄVGAXXS,2019-07-17 11:05,170,10,4,NA,2,2,3.9,8.1,17,NA,12
GÄVGAXXS,2019-07-18 10:00,NA,NA,NA,NA,NA,NA,NA,NA,17.2,NA,NA
GÄVGAXXS,2019-07-22 11:40,420,<10,2,NA,15,6,NA,NA,19,NA,NA
GÄVGAXXS,2019-07-24 12:00,250,10,2,NA,4,NA,NA,NA,19.3,NA,NA
GÄVGAXXS,2019-07-25 14:15,210,30,NA,NA,NA,NA,NA,NA,18.8,NA,NA
GÄVGAXXS,2019-07-26 09:10,330,10,NA,NA,NA,NA,NA,NA,18.8,NA,NA
GÄVGAXXS,2019-07-29 13:05,560,30,4,NA,13,12,NA,NA,21.1,NA,NA
GÄVGAXXS,2019-07-31 10:20,910,20,2,NA,17,NA,NA,NA,21.6,NA,NA
GÄVGAXXS,2019-08-02 09:43,910,10,NA,NA,NA,NA,NA,NA,19.8,NA,NA
GÄVGAXXS,2019-08-05 11:00,470,20,<2,NA,15,6,NA,NA,20.6,NA,NA
GÄVGAXXS,2019-08-06 12:03,780,10,NA,NA,NA,NA,NA,NA,20.4,NA,NA
GÄVGAXXS,2019-08-07 12:30,350,41,<2,NA,10,NA,NA,NA,20.3,NA,NA
GÄVGAXXS,2019-08-12 13:30,750,63,4,NA,56,16,NA,NA,19.4,NA,NA
GÄVGAXXS,2019-08-14 09:40,690,41,4,38,19,16,4.3,8.3,18.7,NA,12
GÄVGAXXS,2019-08-19 13:20,960,86,4,NA,92,46,NA,NA,17.4,NA,NA
GÄVGAXXS,2019-08-22 11:22,420,30,<2,NA,26,NA,NA,NA,16.1,NA,NA
GÄVGAXXS,2019-08-26 10:15,540,40,6,NA,37,20,NA,NA,16.7,NA,NA
GÄVGAXXS,2019-08-29 11:20,4400,440,42,NA,540,NA,NA,NA,17.2,NA,NA
GÄVGAXXS,2019-09-02 11:15,2200,20,6,NA,88,6,NA,NA,17.7,NA,NA
GÄVGAXXS,2019-09-04 08:15,1700,98,10,NA,360,NA,NA,NA,16.6,NA,NA
GÄVGAXXS,2019-09-09 10:15,2100,220,16,NA,190,98,NA,NA,15.8,NA,NA
GÄVGAXXS,2019-09-11 09:15,700,150,6,NA,64,18,4.8,8.5,15.8,NA,17
GÄVGAXXS,2019-09-16 09:30,12000,410,36,NA,920,110,NA,NA,14.7,NA,NA
GÄVGAXXS,2019-09-17 09:45,NA,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA
GÄVGAXXS,2019-09-19 10:15,580,98,14,NA,44,NA,NA,NA,13.3,NA,NA
GÄVGAXXS,2019-09-23 10:20,400,20,14,NA,27,14,NA,NA,13.5,NA,NA
GÄVGAXXS,2019-09-25 08:50,360,75,2,NA,17,NA,NA,NA,13.3,NA,NA
GÄVGAXXS,2019-09-26 09:50,490,52,12,NA,19,NA,NA,NA,13,NA,NA
GÄVGAXXS,2019-09-30 10:10,13000,690,26,NA,690,240,NA,NA,13.1,NA,NA
GÄVGAXXS,2019-10-03 08:55,1200,330,12,NA,87,NA,NA,NA,11.9,NA,NA
GÄVGAXXS,2019-10-07 12:22,280,75,26,NA,27,12,NA,NA,9.7,NA,NA
GÄVGAXXS,2019-10-09 09:10,860,98,10,NA,46,28,4.4,8.4,9.7,NA,13.4
GÄVGAXXS,2019-10-10 09:30,690,130,NA,50,NA,NA,4.3,NA,9.39,NA,NA
GÄVGAXXS,2019-10-14 09:15,3300,280,32,NA,370,96,NA,NA,9.8,NA,NA
GÄVGAXXS,2019-10-17 11:30,1600,330,16,NA,52,NA,NA,NA,10,NA,NA
GÄVGAXXS,2019-10-21 10:15,4600,570,32,NA,300,46,NA,NA,10.2,NA,NA
GÄVGAXXS,2019-10-23 10:00,880,130,18,NA,27,NA,NA,NA,10,NA,NA
GÄVGAXXS,2019-10-28 13:10,4400,540,NA,NA,290,32,NA,NA,9.5,NA,NA
GÄVGAXXS,2019-10-31 08:55,820,74,6,NA,46,NA,NA,NA,8,NA,NA
GÄVGAXXS,2019-11-04 10:45,1700,160,6,NA,82,22,NA,NA,7.3,NA,NA
GÄVGAXXS,2019-11-06 09:40,1200,52,8,NA,24,NA,NA,NA,6.2,NA,NA
GÄVGAXXS,2019-11-11 08:40,860,240,2,NA,24,12,NA,NA,5.5,NA,NA
GÄVGAXXS,2019-11-13 09:40,590,140,14,NA,NA,6,7.9,8.4,5.2,NA,17
GÄVGAXXS,2019-11-14 11:32,490,86,12,NA,42,NA,NA,NA,5.1,NA,NA
GÄVGAXXS,2019-11-18 10:00,1200,260,14,NA,150,24,NA,NA,5.3,NA,NA
GÄVGAXXS,2019-11-21 10:30,620,160,14,NA,75,NA,NA,NA,5.5,NA,NA
GÄVGAXXS,2019-11-25 10:10,520,85,22,NA,99,26,NA,NA,5,NA,NA
GÄVGAXXS,2019-11-28 10:00,2200,360,NA,NA,150,NA,NA,NA,5.9,NA,NA
GÄVGAXXS,2019-12-02 10:20,260,75,4,NA,32,8,NA,NA,3.5,NA,NA
GÄVGAXXS,2019-12-05 09:34,440,140,10,NA,32,NA,NA,NA,3.8,NA,NA
GÄVGAXXS,2019-12-09 10:50,6100,650,54,NA,210,46,NA,NA,4.6,NA,NA
GÄVGAXXS,2019-12-11 09:50,2100,300,22,NA,120,48,25,8.4,3.9,NA,24
GÄVGAXXS,2019-12-13 09:40,720,260,NA,7,NA,NA,8.3,NA,4.3,NA,NA
GÄVGAXXS,2019-12-16 11:12,760,320,16,NA,97,38,NA,NA,4.5,NA,NA
GÄVGAXXS,2019-12-18 11:00,1300,370,20,NA,100,NA,NA,NA,4.2,NA,NA
GÄVGAXXS,2019-12-23 10:15,380,31,5,NA,42,8,NA,NA,4.6,NA,NA
GÄVGAXXS,2019-12-26 12:20,310,130,2,NA,39,NA,NA,NA,4.3,NA,NA
GÄVGAXXS,2019-12-30 12:20,200,74,4,NA,27,8,NA,NA,3.7,NA,NA
GÄVNOXXS,2012-01-04 10:55,2000,370,NA,NA,NA,NA,NA,NA,4.6,NA,NA
GÄVNOXXS,2012-01-12 08:15,NA,NA,NA,NA,NA,NA,6.7,8.8,NA,NA,NA
GÄVNOXXS,2012-01-18 11:35,700,240,NA,NA,NA,NA,NA,NA,2.4,NA,NA
GÄVNOXXS,2012-02-01 13:00,860,170,NA,NA,NA,NA,NA,NA,0.4,NA,NA
GÄVNOXXS,2012-02-09 08:00,NA,NA,NA,NA,NA,NA,6.4,8.8,NA,NA,NA
GÄVNOXXS,2012-02-15 12:25,240,52,NA,NA,NA,NA,NA,NA,0.6,NA,NA
GÄVNOXXS,2012-02-29 13:40,280,120,NA,NA,NA,NA,NA,NA,2,NA,NA
GÄVNOXXS,2012-03-08 09:00,NA,NA,NA,NA,NA,NA,3.6,8.5,NA,NA,NA
GÄVNOXXS,2012-03-14 12:10,220,63,NA,NA,NA,NA,NA,NA,3.6,NA,NA
GÄVNOXXS,2012-03-28 11:40,34,4,NA,NA,NA,NA,NA,NA,5.7,NA,NA
GÄVNOXXS,2012-04-05 08:10,NA,NA,NA,NA,NA,NA,4.4,8.5,NA,NA,NA
GÄVNOXXS,2012-04-11 12:20,2600,290,NA,NA,NA,NA,NA,NA,5,NA,NA
GÄVNOXXS,2012-04-27 11:30,690,52,NA,NA,NA,NA,NA,NA,7.4,NA,NA
GÄVNOXXS,2012-05-04 08:40,NA,NA,NA,NA,NA,NA,5.1,8.7,NA,NA,NA
GÄVNOXXS,2012-05-10 08:20,770,260,NA,NA,NA,NA,NA,NA,9.9,NA,NA
GÄVNOXXS,2012-05-30 08:16,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA
GÄVNOXXS,2012-06-07 13:11,540,120,NA,NA,NA,NA,NA,NA,13.9,NA,NA
GÄVNOXXS,2012-06-14 08:25,NA,NA,NA,NA,NA,NA,4.5,8.7,NA,NA,NA
GÄVNOXXS,2012-06-21 07:55,450,63,NA,NA,NA,NA,NA,NA,14.5,NA,NA
GÄVNOXXS,2012-07-05 08:10,410,74,NA,NA,NA,NA,NA,NA,15.2,NA,NA
GÄVNOXXS,2012-07-12 07:45,NA,NA,NA,NA,NA,NA,5.3,8.5,NA,NA,NA
GÄVNOXXS,2012-07-19 08:25,430,20,NA,NA,NA,NA,NA,NA,16,NA,NA
GÄVNOXXS,2012-08-01 10:27,1400,97,NA,NA,NA,NA,NA,NA,16.8,NA,NA
GÄVNOXXS,2012-08-09 08:10,NA,NA,NA,NA,NA,NA,11,8.4,NA,NA,NA
GÄVNOXXS,2012-08-15 12:35,360,3,NA,NA,NA,NA,NA,NA,18.2,NA,NA
GÄVNOXXS,2012-08-29 12:00,280,41,NA,NA,NA,NA,NA,NA,17.6,NA,NA
GÄVNOXXS,2012-09-06 12:45,NA,NA,NA,NA,NA,NA,3.9,8.6,NA,NA,NA
GÄVNOXXS,2012-09-13 13:30,1100,160,NA,NA,NA,NA,NA,NA,15.6,NA,NA
GÄVNOXXS,2012-09-27 13:30,9200,910,NA,NA,NA,NA,NA,NA,11.8,NA,NA
GÄVNOXXS,2012-10-04 08:00,NA,NA,NA,NA,NA,NA,13,8.5,NA,NA,NA
GÄVNOXXS,2012-10-11 08:20,1600,130,NA,NA,NA,NA,NA,NA,10.3,NA,NA
GÄVNOXXS,2012-10-25 08:30,330,52,NA,NA,NA,NA,NA,NA,9.4,NA,NA
GÄVNOXXS,2012-11-07 07:50,560,98,NA,NA,NA,NA,NA,NA,6.5,NA,NA
GÄVNOXXS,2012-11-15 09:02,NA,NA,NA,NA,NA,NA,5.5,8.7,NA,NA,NA
GÄVNOXXS,2012-11-22 09:00,380,52,NA,NA,NA,NA,NA,NA,6.9,NA,NA
GÄVNOXXS,2012-12-06 08:12,260,63,NA,NA,NA,NA,NA,NA,0.9,NA,NA
GÄVNOXXS,2012-12-13 08:10,NA,NA,NA,NA,NA,NA,18,8.7,NA,NA,NA
GÄVNOXXS,2012-12-20 08:15,460,160,NA,NA,NA,NA,NA,NA,0.3,NA,NA
GÄVNOXXS,2013-01-03 08:11,1900,470,NA,NA,NA,NA,NA,NA,0.9,NA,NA
GÄVNOXXS,2013-01-10 08:40,NA,NA,NA,NA,NA,NA,7.4,8.4,NA,NA,NA
GÄVNOXXS,2013-01-18 00:00,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA
GÄVNOXXS,2013-01-18 09:25,280,75,NA,NA,NA,NA,NA,NA,0.5,NA,NA
GÄVNOXXS,2013-01-31 11:45,960,320,NA,NA,NA,NA,NA,NA,0.8,NA,NA
GÄVNOXXS,2013-02-07 08:00,NA,NA,NA,NA,NA,NA,5.2,8.4,NA,NA,NA
GÄVNOXXS,2013-02-14 08:25,370,110,NA,NA,NA,NA,NA,NA,0.1,NA,NA
GÄVNOXXS,2013-02-25 09:15,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
GÄVNOXXS,2013-02-28 11:40,230,31,NA,NA,NA,NA,NA,NA,1.1,NA,NA
GÄVNOXXS,2013-03-07 07:40,NA,NA,NA,NA,NA,NA,3.9,8.5,NA,NA,NA
GÄVNOXXS,2013-03-14 08:10,98,31,NA,NA,NA,NA,NA,NA,0.7,NA,NA
GÄVNOXXS,2013-03-28 07:58,170,97,NA,NA,NA,NA,NA,NA,1.1,NA,NA
GÄVNOXXS,2013-04-04 09:00,NA,NA,NA,NA,NA,NA,3.2,8.4,NA,NA,NA
GÄVNOXXS,2013-04-11 09:26,120,52,NA,NA,NA,NA,NA,NA,2.3,NA,NA
GÄVNOXXS,2013-04-25 08:55,610,200,NA,NA,NA,NA,NA,NA,5.2,NA,NA
GÄVNOXXS,2013-05-02 08:10,NA,NA,NA,NA,NA,NA,3.4,8.5,NA,NA,NA
GÄVNOXXS,2013-05-10 08:16,410,74,NA,NA,NA,NA,NA,NA,13.5,NA,NA
GÄVNOXXS,2013-05-23 10:25,880,110,NA,NA,NA,NA,NA,NA,12.4,NA,NA
GÄVNOXXS,2013-06-07 07:59,290,110,NA,NA,NA,NA,NA,NA,16,NA,NA
GÄVNOXXS,2013-06-13 08:30,NA,NA,NA,NA,NA,NA,4.5,8.2,NA,NA,NA
GÄVNOXXS,2013-06-20 07:50,74,20,NA,NA,NA,NA,NA,NA,16.8,NA,NA
GÄVNOXXS,2013-07-04 08:15,340,39,NA,NA,NA,NA,NA,NA,15.5,NA,NA
GÄVNOXXS,2013-07-11 08:00,NA,NA,NA,NA,NA,NA,8.3,8.4,NA,NA,NA
GÄVNOXXS,2013-07-18 08:20,390,10,NA,NA,NA,NA,NA,NA,16.9,NA,NA
GÄVNOXXS,2013-08-01 12:15,520,39,NA,NA,NA,NA,NA,NA,19.6,NA,NA
GÄVNOXXS,2013-08-08 08:08,NA,NA,NA,NA,NA,NA,4.2,8.3,NA,NA,NA
GÄVNOXXS,2013-08-16 08:19,300,86,NA,NA,NA,NA,NA,NA,15.9,NA,NA
GÄVNOXXS,2013-08-29 07:30,460,10,NA,NA,NA,NA,NA,NA,17,NA,NA
GÄVNOXXS,2013-09-12 08:45,570,160,NA,NA,NA,NA,NA,8.3,16.1,NA,NA
GÄVNOXXS,2013-09-26 09:00,530,120,NA,NA,NA,NA,NA,NA,13.6,NA,NA
GÄVNOXXS,2013-10-03 09:15,NA,NA,NA,NA,NA,NA,2.2,8.3,NA,NA,NA
GÄVNOXXS,2013-10-10 08:35,880,90,NA,NA,NA,NA,NA,NA,11.4,NA,NA
GÄVNOXXS,2013-10-24 08:40,2500,360,NA,NA,NA,NA,NA,NA,9.9,NA,NA
GÄVNOXXS,2013-11-07 08:30,1800,530,NA,NA,NA,NA,NA,NA,8.3,NA,NA
GÄVNOXXS,2013-11-14 08:50,NA,NA,NA,NA,NA,NA,9.2,8.78,NA,NA,NA
GÄVNOXXS,2013-11-21 09:05,710,97,NA,NA,NA,NA,NA,NA,6.5,NA,NA
GÄVNOXXS,2013-12-05 08:30,400,160,NA,NA,NA,NA,NA,NA,4.2,NA,NA
GÄVNOXXS,2013-12-12 08:35,NA,NA,NA,NA,NA,NA,9,9.2,NA,NA,NA
GÄVNOXXS,2013-12-19 08:00,1200,340,NA,NA,NA,NA,NA,NA,4.2,NA,NA
GÄVNOXXS,2014-01-03 09:25,440,170,NA,NA,NA,NA,NA,NA,4,NA,NA
GÄVNOXXS,2014-01-09 08:45,NA,NA,NA,NA,NA,NA,14,8.5,NA,NA,NA
GÄVNOXXS,2014-01-17 08:00,500,110,NA,NA,NA,NA,NA,NA,1.7,NA,NA
GÄVNOXXS,2014-01-30 08:45,250,110,NA,NA,NA,NA,NA,NA,0.2,NA,NA
GÄVNOXXS,2014-02-06 09:15,NA,NA,NA,NA,NA,NA,8.5,8.4,NA,NA,NA
GÄVNOXXS,2014-02-13 07:50,810,230,NA,NA,NA,NA,NA,NA,1.5,NA,NA
GÄVNOXXS,2014-02-27 08:43,680,170,NA,NA,NA,NA,NA,NA,2.2,NA,NA
GÄVNOXXS,2014-03-06 09:11,NA,NA,NA,NA,NA,NA,6,8.2,NA,NA,NA
GÄVNOXXS,2014-03-13 09:00,200,52,NA,NA,NA,NA,NA,NA,3.5,NA,NA
GÄVNOXXS,2014-03-27 08:00,420,120,NA,NA,NA,NA,NA,NA,4.1,NA,NA
GÄVNOXXS,2014-04-03 08:40,NA,NA,NA,NA,NA,NA,9.5,8.1,NA,NA,NA
GÄVNOXXS,2014-04-10 07:55,1700,580,NA,NA,NA,NA,NA,NA,5.4,NA,NA
GÄVNOXXS,2014-04-24 08:25,160,95,NA,NA,NA,NA,NA,NA,7.3,NA,NA
GÄVNOXXS,2014-05-02 08:55,NA,NA,NA,NA,NA,NA,6.3,8.3,NA,NA,NA
GÄVNOXXS,2014-05-08 11:05,410,74,NA,NA,NA,NA,NA,NA,9.5,NA,NA
GÄVNOXXS,2014-05-22 08:40,400,41,NA,NA,NA,NA,NA,NA,14.2,NA,NA
GÄVNOXXS,2014-06-05 09:12,430,52,NA,NA,NA,NA,NA,NA,15.8,NA,NA
GÄVNOXXS,2014-06-12 08:20,NA,NA,NA,NA,NA,NA,4.2,8.2,NA,NA,NA
GÄVNOXXS,2014-06-19 08:20,250,10,NA,NA,NA,NA,NA,NA,17,NA,NA
GÄVNOXXS,2014-07-03 11:20,930,160,NA,NA,NA,NA,NA,NA,17.3,NA,NA
GÄVNOXXS,2014-07-10 08:35,NA,NA,NA,NA,NA,NA,5.5,8.2,NA,NA,NA
GÄVNOXXS,2014-07-17 08:45,590,20,NA,NA,NA,NA,NA,NA,19.6,NA,NA
GÄVNOXXS,2014-07-31 08:05,810,20,NA,NA,NA,NA,NA,NA,23.5,NA,NA
GÄVNOXXS,2014-08-07 07:40,NA,NA,NA,NA,NA,NA,4.1,8.2,NA,NA,NA
GÄVNOXXS,2014-08-14 10:30,1200,130,NA,NA,NA,NA,NA,NA,18,NA,NA
GÄVNOXXS,2014-08-28 08:15,910,86,NA,NA,NA,NA,NA,NA,15.1,NA,NA
GÄVNOXXS,2014-09-04 08:55,NA,NA,NA,NA,NA,NA,4.6,8.2,NA,NA,NA
GÄVNOXXS,2014-09-11 07:55,930,63,NA,NA,NA,NA,NA,NA,16,NA,NA
GÄVNOXXS,2014-09-25 08:37,750,52,NA,NA,NA,NA,NA,NA,13.9,NA,NA
GÄVNOXXS,2014-10-02 08:30,NA,NA,NA,NA,NA,NA,6.1,8.2,NA,NA,NA
GÄVNOXXS,2014-10-09 09:15,680,74,NA,NA,NA,NA,NA,NA,12.5,NA,NA
GÄVNOXXS,2014-10-23 08:20,1900,200,NA,NA,NA,NA,NA,NA,10.6,NA,NA
GÄVNOXXS,2014-11-06 10:50,3700,440,NA,NA,NA,NA,NA,NA,9.4,NA,NA
GÄVNOXXS,2014-11-13 11:40,NA,NA,NA,NA,NA,NA,8.3,8.3,NA,NA,NA
GÄVNOXXS,2014-11-20 11:35,440,120,NA,NA,NA,NA,NA,NA,7.1,NA,NA
GÄVNOXXS,2014-12-04 08:50,150,60,NA,NA,NA,NA,NA,NA,4.9,NA,NA
GÄVNOXXS,2014-12-11 12:12,NA,NA,NA,NA,NA,NA,25,8.1,NA,NA,NA
GÄVNOXXS,2014-12-17 11:50,2100,600,NA,NA,NA,NA,NA,NA,3.9,NA,NA
GÄVNOXXS,2015-01-02 09:50,6100,2000,NA,NA,NA,NA,NA,NA,3.6,NA,NA
GÄVNOXXS,2015-01-08 08:30,NA,NA,NA,NA,NA,NA,5.6,8.4,NA,NA,NA
GÄVNOXXS,2015-01-15 11:35,820,280,110,NA,NA,NA,NA,NA,2.7,NA,NA
GÄVNOXXS,2015-01-29 09:20,1700,330,NA,NA,NA,NA,NA,NA,2,NA,NA
GÄVNOXXS,2015-02-05 13:25,NA,NA,NA,NA,NA,NA,7.6,8.2,NA,NA,NA
GÄVNOXXS,2015-02-12 09:30,130,74,NA,NA,NA,NA,NA,NA,0.8,NA,NA
GÄVNOXXS,2015-02-26 08:50,210,63,NA,NA,NA,NA,NA,NA,2.5,NA,NA
GÄVNOXXS,2015-03-05 12:45,NA,NA,NA,NA,NA,NA,4.3,8.2,NA,NA,NA
GÄVNOXXS,2015-03-12 09:10,240,110,NA,NA,NA,NA,NA,NA,3.7,NA,NA
GÄVNOXXS,2015-03-18 08:55,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA
GÄVNOXXS,2015-03-26 10:55,290,130,NA,NA,NA,NA,NA,NA,3.6,NA,NA
GÄVNOXXS,2015-04-09 08:57,130,63,NA,NA,NA,NA,NA,NA,5.5,NA,NA
GÄVNOXXS,2015-04-16 08:35,NA,NA,NA,NA,NA,NA,6.2,8.3,NA,NA,NA
GÄVNOXXS,2015-04-23 08:10,260,74,NA,NA,NA,NA,NA,NA,8.2,NA,NA
GÄVNOXXS,2015-04-30 07:58,NA,NA,NA,NA,NA,NA,2.8,8.2,NA,NA,NA
GÄVNOXXS,2015-05-07 09:40,3300,170,NA,NA,NA,NA,NA,NA,9.5,NA,NA
GÄVNOXXS,2015-05-13 08:15,NA,NA,NA,NA,NA,NA,7.2,8.3,NA,NA,NA
GÄVNOXXS,2015-05-21 15:10,170,10,NA,NA,NA,NA,NA,NA,11.7,NA,NA
GÄVNOXXS,2015-06-04 07:55,4400,170,NA,NA,NA,NA,NA,NA,11.1,NA,NA
GÄVNOXXS,2015-06-11 09:04,NA,NA,NA,NA,NA,NA,3.5,8.1,NA,NA,NA
GÄVNOXXS,2015-06-18 09:20,330,10,NA,NA,NA,NA,NA,NA,13.8,NA,NA
GÄVNOXXS,2015-07-02 09:40,150,41,NA,NA,NA,NA,NA,NA,16.4,NA,NA
GÄVNOXXS,2015-07-09 08:05,NA,NA,NA,NA,NA,NA,4.1,8.2,NA,NA,NA
GÄVNOXXS,2015-07-16 10:15,360,52,NA,NA,NA,NA,NA,NA,16,NA,NA
GÄVNOXXS,2015-07-30 08:35,3100,200,NA,NA,NA,NA,NA,NA,15.4,NA,NA
GÄVNOXXS,2015-08-06 11:58,NA,NA,NA,NA,NA,NA,4.4,8,NA,NA,NA
GÄVNOXXS,2015-08-13 08:54,1100,74,NA,NA,NA,NA,NA,NA,17.2,NA,NA
GÄVNOXXS,2015-08-27 09:40,1000,98,NA,NA,NA,NA,NA,NA,18.5,NA,NA
GÄVNOXXS,2015-09-03 00:00,NA,NA,NA,NA,NA,NA,6.1,8.3,NA,NA,NA
GÄVNOXXS,2015-09-11 09:20,890,74,NA,NA,NA,NA,NA,NA,15.4,NA,NA
GÄVNOXXS,2015-09-24 10:35,1700,290,NA,NA,NA,NA,NA,NA,14.8,NA,NA
GÄVNOXXS,2015-10-01 09:10,NA,NA,NA,NA,NA,NA,4.4,8.1,NA,NA,NA
GÄVNOXXS,2015-10-08 08:50,210,10,NA,NA,NA,NA,NA,NA,11.7,NA,NA
GÄVNOXXS,2015-10-23 10:00,1500,240,NA,NA,NA,NA,NA,NA,9.8,NA,NA
GÄVNOXXS,2015-11-05 10:58,150,41,NA,NA,NA,NA,NA,NA,9.8,NA,NA
GÄVNOXXS,2015-11-12 08:50,NA,NA,NA,NA,NA,NA,5.4,8.4,NA,NA,NA
GÄVNOXXS,2015-11-19 09:46,1300,140,NA,NA,NA,NA,NA,NA,5.8,NA,NA
GÄVNOXXS,2015-12-03 08:40,1800,410,NA,NA,NA,NA,NA,NA,5,NA,NA
GÄVNOXXS,2015-12-10 09:00,NA,NA,NA,NA,NA,NA,19,8.6,NA,NA,NA
GÄVNOXXS,2015-12-17 11:20,730,110,NA,NA,NA,NA,NA,NA,5,NA,NA
GÄVNOXXS,2015-12-30 11:16,430,190,NA,NA,NA,NA,NA,NA,4,NA,NA
GÄVNOXXS,2016-01-14 09:00,370,120,NA,NA,NA,NA,6.9,8.3,0.2,NA,NA
GÄVNOXXS,2016-02-11 08:50,1300,360,NA,NA,NA,NA,NA,NA,3,NA,NA
GÄVNOXXS,2016-02-25 11:50,200,52,NA,NA,NA,NA,NA,NA,1.1,NA,NA
GÄVNOXXS,2016-03-10 09:00,400,110,NA,NA,NA,NA,7.1,8.4,2.1,NA,NA
GÄVNOXXS,2016-03-24 10:37,86,10,NA,NA,NA,NA,NA,NA,3.8,NA,NA
GÄVNOXXS,2016-04-07 09:45,NA,NA,NA,NA,NA,NA,15,8.5,5.6,NA,NA
GÄVNOXXS,2016-04-07 10:10,2900,460,NA,NA,NA,NA,NA,NA,5.6,NA,NA
GÄVNOXXS,2016-04-21 09:20,190,31,NA,NA,NA,NA,NA,NA,7.8,NA,NA
GÄVNOXXS,2016-05-04 10:50,520,31,NA,NA,NA,NA,NA,NA,9.2,NA,NA
GÄVNOXXS,2016-05-19 11:45,180,52,NA,NA,NA,NA,NA,NA,11.6,NA,NA
GÄVNOXXS,2016-06-02 10:00,150,10,NA,NA,NA,NA,5.9,8.1,15.6,NA,NA
GÄVNOXXS,2016-06-16 09:40,420,110,NA,NA,NA,NA,NA,NA,17.4,NA,NA
GÄVNOXXS,2016-06-30 12:45,470,63,NA,NA,NA,NA,NA,NA,17,NA,NA
GÄVNOXXS,2016-07-14 11:10,750,110,NA,NA,NA,NA,6.2,8.1,15.3,NA,NA
GÄVNOXXS,2016-07-28 09:50,860,52,NA,NA,NA,NA,NA,NA,20.4,NA,NA
GÄVNOXXS,2016-08-11 08:25,NA,NA,NA,NA,NA,NA,4.9,8.3,14.8,NA,NA
GÄVNOXXS,2016-08-11 11:10,1300,52,NA,NA,NA,NA,NA,NA,14.8,NA,NA
GÄVNOXXS,2016-08-25 08:20,410,28,NA,NA,NA,NA,NA,NA,17.1,NA,NA
GÄVNOXXS,2016-09-08 10:15,700,97,NA,NA,NA,NA,NA,NA,17,NA,NA
GÄVNOXXS,2016-09-22 08:55,390,40,NA,NA,NA,NA,NA,NA,16.7,NA,NA
GÄVNOXXS,2016-10-06 08:50,500,85,NA,NA,NA,NA,NA,NA,13,NA,NA
GÄVNOXXS,2016-10-17 00:00,NA,NA,NA,NA,NA,NA,9.7,8.3,NA,10,NA
GÄVNOXXS,2016-10-20 12:50,1100,280,NA,NA,NA,NA,NA,NA,8.4,NA,NA
GÄVNOXXS,2016-10-24 10:19,NA,NA,NA,NA,NA,NA,9.3,8.4,7.6,15,NA
GÄVNOXXS,2016-10-27 00:00,NA,NA,NA,NA,NA,NA,13,8.6,7.6,15,NA
GÄVNOXXS,2016-11-01 09:30,930,110,NA,NA,NA,NA,7.6,8.8,7.9,NA,NA
GÄVNOXXS,2016-11-17 14:30,4400,780,NA,NA,NA,NA,NA,NA,3.5,NA,NA
GÄVNOXXS,2016-11-24 12:00,NA,NA,NA,NA,NA,NA,24,9.2,4.8,35,NA
GÄVNOXXS,2016-12-01 00:00,1100,410,NA,NA,NA,NA,NA,NA,2.9,NA,NA
GÄVNOXXS,2016-12-08 10:30,NA,NA,NA,NA,NA,NA,8.6,8.4,2.7,NA,NA
GÄVNOXXS,2016-12-14 16:00,910,160,NA,NA,NA,NA,NA,NA,3.5,NA,NA
GÄVNOXXS,2016-12-16 10:30,NA,NA,NA,NA,NA,NA,13,8.6,2.5,20,NA
GÄVNOXXS,2016-12-28 12:45,4100,550,NA,NA,NA,NA,NA,NA,3.1,NA,NA
GÄVNOXXS,2017-01-12 12:55,2900,580,NA,NA,NA,NA,15,9.29,1.6,25,NA
GÄVNOXXS,2017-01-26 14:30,370,140,NA,NA,NA,NA,NA,NA,2,NA,NA
GÄVNOXXS,2017-02-02 08:30,NA,NA,NA,NA,NA,NA,5.2,8.7,1.1,15,NA
GÄVNOXXS,2017-02-08 14:20,330,160,NA,NA,NA,NA,NA,NA,1,NA,NA
GÄVNOXXS,2017-02-23 12:00,2900,470,NA,NA,NA,NA,NA,NA,1.2,NA,NA
GÄVNOXXS,2017-03-02 10:10,NA,NA,NA,NA,NA,NA,15,9.5,2.1,30,NA
GÄVNOXXS,2017-03-09 10:40,360,85,NA,NA,NA,NA,NA,NA,1.1,NA,NA
GÄVNOXXS,2017-03-23 08:50,1200,210,NA,NA,NA,NA,NA,NA,3.8,NA,NA
GÄVNOXXS,2017-04-03 12:20,NA,NA,NA,NA,NA,NA,6.9,8.5,5.9,20,NA
GÄVNOXXS,2017-04-07 09:00,290,80,NA,NA,NA,NA,NA,NA,6.1,NA,NA
